depth,SampleID,SeqDay,midSeqDay,Start_Date,StartYr,StartMo,StartDay,MidJDay,Duration,Fr_gt_1000,Fr500_1000,Fr125_500,Fr37_125,Fr_lt_37,Fr_lt_125,MassFlux,pcnt_Carb37_125,pcnt_Carb_lt_37,pcnt_Carb_lt_125,CarbFlux,pcnt_Corg37_125,d13Corg37_125,pcnt_Corg_lt_37,d13Corg_lt_37,d13Corg_lt_37_A,pcnt_Corg_lt_125,d13Corg_lt_125,CorgFlux,pcnt_N37_125,d15N37_125,pcnt_N_lt_37,d15N_lt_37,d15N_lt_37_A,pcnt_N_lt_125,d15N_lt_125,d15N_lt_125_A,Nflux,pcnt_Ppart_lt_37,pcnt_Ppart_lt_125,pcnt_Ppart_lt_1000,pcnt_Psuper,PtotalFlux,pcnt_Opal37_125,pcnt_Opal_lt_37,pcnt_Opal_lt_1000est,OpalFlux,pcnt_Lith_lt_1000est,LithFlux,Comments
1500,% 2/99-7,7593,7600,1999-01-19,1999,1,19,26,14,12.38,3.03,12.63,nd,nd,112.10,20.02,nd,nd,61.45,12.30,nd,nd,nd,nd,nd,5.89,nd,1.18,nd,nd,nd,nd,nd,0.74,nd,nd,0.15,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/99-1,7609,7616,1999-02-04,1999,2,4,42,14,16.83,8.47,22.23,nd,nd,53.78,14.47,nd,nd,56.57,8.19,nd,nd,nd,nd,nd,6.19,nd,0.90,nd,nd,nd,nd,nd,0.71,nd,nd,0.10,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/99-2,7623,7630,1999-02-18,1999,2,18,56,14,50.95,21.57,49.72,nd,nd,203.65,46.55,nd,nd,60.90,28.35,nd,nd,nd,nd,nd,6.51,nd,3.03,nd,nd,nd,nd,nd,0.89,nd,nd,0.41,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/99-3,7637,7644,1999-03-04,1999,3,4,70,14,26.53,11.78,55.62,nd,nd,293.92,55.41,nd,nd,61.26,33.94,nd,nd,nd,nd,nd,5.52,nd,3.06,nd,nd,nd,nd,nd,0.68,nd,nd,0.38,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/99-4,7651,7658,1999-03-18,1999,3,18,84,14,81.19,20.33,141.43,nd,nd,354.85,85.40,nd,nd,67.50,57.65,nd,nd,nd,nd,nd,5.37,nd,4.58,nd,nd,nd,nd,nd,0.70,nd,nd,0.60,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/99-5,7665,7672,1999-04-01,1999,4,1,98,14,96,43.32,100.28,nd,nd,407.17,92.40,nd,nd,70.57,65.20,nd,nd,nd,nd,nd,5.63,nd,5.20,nd,nd,nd,nd,nd,0.80,nd,nd,0.74,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/99-6,7679,7686,1999-04-15,1999,4,15,112,14,67.11,14.97,75.92,nd,nd,275.75,61.96,nd,nd,56.42,34.96,nd,nd,nd,nd,nd,5.37,nd,3.33,nd,nd,nd,nd,nd,0.75,nd,nd,0.46,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/99-7,7693,7700,1999-04-29,1999,4,29,126,14,36.33,10.67,40.55,nd,nd,197.78,40.76,nd,nd,57.76,23.54,nd,nd,nd,nd,nd,4.91,nd,2.00,nd,nd,nd,nd,nd,0.64,nd,nd,0.26,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-1,7722,7729.5,1999-05-28,1999,5,28,155.5,15,29.23,8.98,48.55,nd,nd,303.55,52.04,nd,nd,44.50,23.16,nd,nd,nd,nd,nd,5.76,nd,3.00,nd,nd,nd,nd,nd,0.74,nd,nd,0.39,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-2,7737,7744.5,1999-06-12,1999,6,12,170.5,15,126.06,8.78,53.3,nd,nd,359.48,73.02,nd,nd,52.42,38.27,nd,nd,nd,nd,nd,5.92,nd,4.32,nd,nd,nd,nd,nd,0.71,nd,nd,0.51,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-3,7752,7759.5,1999-06-27,1999,6,27,185.5,15,89.03,8.23,22.88,nd,nd,318.37,58.47,nd,nd,60.33,35.27,nd,nd,nd,nd,nd,6.16,nd,3.60,nd,nd,nd,nd,nd,0.74,nd,nd,0.43,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-4,7767,7774.5,1999-07-12,1999,7,12,200.5,15,240.7,37.72,50.27,nd,nd,149.58,63.77,nd,nd,56.09,35.77,nd,nd,nd,nd,nd,9.18,nd,5.85,nd,nd,nd,nd,nd,1.15,nd,nd,0.73,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-5,7782,7789,1999-07-27,1999,7,27,215,14,11.25,4.95,25.82,nd,nd,167.32,29.90,nd,nd,57.53,17.20,nd,nd,nd,nd,nd,9.98,nd,2.98,nd,nd,nd,nd,nd,1.12,nd,nd,0.34,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-6,7796,7803,1999-08-10,1999,8,10,229,14,63.27,8.65,31.63,nd,nd,148.97,36.07,nd,nd,55.43,19.99,nd,nd,nd,nd,nd,8.56,nd,3.09,nd,nd,nd,nd,nd,1.08,nd,nd,0.39,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-7,7810,7817.5,1999-08-24,1999,8,24,243.5,15,46.73,5.42,25.78,nd,nd,150.6,30.47,nd,nd,57.04,17.38,nd,nd,nd,nd,nd,7.76,nd,2.37,nd,nd,nd,nd,nd,1.02,nd,nd,0.31,nd,0.094,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/99-8,7825,7832.5,1999-09-08,1999,9,8,258.5,15,30.98,8.48,28.87,nd,nd,150.18,29.14,nd,nd,47.03,13.70,nd,nd,nd,nd,nd,9.25,nd,2.69,nd,nd,nd,nd,nd,1.30,nd,nd,0.38,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/00-1,7843,7850.5,1999-09-26,1999,9,26,276.5,15,21.87,6.23,16.87,nd,nd,94.18,18.55,nd,nd,58.39,10.83,nd,nd,nd,nd,nd,6.83,nd,1.27,nd,nd,nd,nd,nd,0.91,nd,nd,0.17,nd,nd,nd,0.301,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/00-2,7857,7864.5,1999-10-10,1999,10,10,290.5,15,9.28,6.22,26.58,nd,nd,193.8,31.45,nd,nd,65.92,20.73,nd,nd,nd,nd,nd,5.53,nd,1.74,nd,nd,nd,nd,nd,0.70,nd,nd,0.22,nd,nd,nd,0.110,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/00-3,7872,7880,1999-10-25,1999,10,25,306,16,11.72,7.05,24.63,nd,nd,251.43,36.85,nd,nd,68.09,25.10,nd,nd,nd,nd,nd,5.12,nd,1.89,nd,nd,nd,nd,nd,0.58,nd,nd,0.21,nd,nd,nd,0.010,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/00-4,7888,7895.5,1999-11-10,1999,11,10,321.5,15,14.5,3.55,20.42,nd,nd,188.55,30.27,nd,nd,65.25,19.75,nd,nd,nd,nd,nd,5.05,nd,1.53,nd,nd,nd,nd,nd,0.61,nd,nd,0.19,nd,nd,nd,0.071,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/00-5,7903,7910.5,1999-11-25,1999,11,25,336.5,15,19.78,8.3,62.92,nd,nd,300.03,52.14,nd,nd,64.00,33.37,nd,nd,nd,nd,nd,4.93,nd,2.57,nd,nd,nd,nd,nd,0.59,nd,nd,0.31,nd,nd,nd,0.027,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/00-6,7918,7925.5,1999-12-10,1999,12,10,351.5,15,20.28,6.77,25.25,nd,nd,170.18,29.66,nd,nd,63.92,18.96,nd,nd,nd,nd,nd,5.56,nd,1.65,nd,nd,nd,nd,nd,0.67,nd,nd,0.20,nd,nd,nd,0.021,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/00-7,7933,7940,1999-12-25,1999,12,25,366,14,36.25,4.25,34.23,nd,nd,203.47,39.74,nd,nd,59.95,23.83,nd,nd,nd,nd,nd,5.63,nd,2.24,nd,nd,nd,nd,nd,0.72,nd,nd,0.29,nd,0.080,nd,0.035,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-1,7949,7956.5,2000-01-10,2000,1,10,17.5,15,6.02,2.43,12.02,nd,nd,92.10,15.01,nd,nd,63.84,9.58,nd,nd,nd,nd,nd,6.45,nd,0.97,nd,nd,nd,nd,nd,0.84,nd,nd,0.13,nd,nd,nd,0.057,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-2,7964,7971.5,2000-01-25,2000,1,25,32.5,15,22.79,5.65,40.97,nd,nd,179.45,33.18,nd,nd,63.55,21.09,nd,nd,nd,nd,nd,7.86,nd,2.61,nd,nd,nd,nd,nd,1.05,nd,nd,0.35,nd,0.069,nd,0.083,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-3,7979,7986,2000-02-09,2000,2,9,47,14,18.86,49.05,68.28,nd,nd,280.83,59.58,nd,nd,63.64,37.91,nd,nd,nd,nd,nd,7.37,-21.90,4.39,nd,nd,nd,nd,nd,0.95,2.08,nd,0.56,nd,nd,nd,0.020,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-4,7993,8000.5,2000-02-23,2000,2,23,61.5,15,18.50,29.97,54.72,nd,nd,336.60,58.64,nd,nd,69.62,40.82,nd,nd,nd,nd,nd,10.07,nd,5.91,nd,nd,nd,nd,nd,0.95,nd,nd,0.56,nd,nd,nd,0.024,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-5,8008,8015,2000-03-09,2000,3,9,76,14,44.57,13.98,48.45,nd,nd,274.23,54.46,nd,nd,67.05,36.52,nd,nd,nd,nd,nd,10.29,nd,5.61,nd,nd,nd,nd,nd,1.21,nd,nd,0.66,nd,nd,nd,0.078,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-6,8022,8029,2000-03-23,2000,3,23,90,14,25.06,39.23,86.87,nd,nd,254.33,57.93,nd,nd,65.77,38.10,nd,nd,nd,nd,nd,6.01,nd,3.48,nd,nd,nd,nd,nd,0.70,nd,nd,0.41,nd,nd,nd,0.055,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-7,8036,8043,2000-04-06,2000,4,6,104,14,29.26,7.45,36.13,nd,nd,184.43,36.75,nd,nd,66.01,24.26,nd,nd,nd,nd,nd,6.40,nd,2.35,nd,nd,nd,nd,nd,0.82,nd,nd,0.30,nd,nd,nd,0.056,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-8,8050,8056.5,2000-04-20,2000,4,20,117.5,13,10.72,6.72,28.13,nd,nd,161.20,31.81,nd,nd,67.73,21.55,nd,nd,nd,nd,nd,5.97,nd,1.90,nd,nd,nd,nd,nd,0.84,nd,nd,0.27,nd,nd,nd,0.033,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/00-9,8063,8070,2000-05-03,2000,5,3,131,14,9.42,5.68,21.32,nd,nd,193.13,32.79,nd,nd,68.73,22.54,nd,nd,nd,nd,nd,5.40,nd,1.77,nd,nd,nd,nd,nd,0.64,nd,nd,0.21,nd,nd,nd,0.024,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-1,8082,8089,2000-05-22,2000,5,22,150,14,5.26,10.67,17.60,nd,nd,70.39,14.85,nd,nd,58.23,8.64,nd,nd,nd,nd,nd,7.88,-22.29,1.17,nd,nd,nd,nd,nd,0.90,2.31,nd,0.13,nd,nd,nd,0.211,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-2,8096,8103.5,2000-06-05,2000,6,5,164.5,15,9.07,10.03,22.98,nd,nd,173.39,28.73,nd,nd,64.85,18.63,nd,nd,nd,nd,nd,6.08,-22.44,1.75,nd,nd,nd,nd,nd,0.74,2.50,nd,0.21,nd,nd,nd,0.078,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-3,8111,8119,2000-06-20,2000,6,20,180,16,16.25,14.78,27.74,nd,nd,287.92,43.34,nd,nd,61.95,26.84,nd,nd,nd,nd,nd,6.30,-22.23,2.73,nd,nd,nd,nd,nd,0.72,2.38,nd,0.31,nd,nd,nd,0.061,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-4,8127,8134.5,2000-07-06,2000,7,6,195.5,15,17.34,8.89,22.71,nd,nd,229.88,37.18,nd,nd,57.00,21.19,nd,nd,nd,nd,nd,6.91,-22.68,2.57,nd,nd,nd,nd,nd,0.80,2.39,nd,0.30,nd,nd,nd,0.042,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-5,8142,8149.5,2000-07-21,2000,7,21,210.5,15,23.07,13.88,38.79,nd,nd,290.94,48.89,nd,nd,54.41,26.60,nd,nd,nd,nd,nd,6.29,-22.32,3.08,nd,nd,nd,nd,nd,0.80,2.38,nd,0.39,nd,nd,nd,0.019,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-6,8157,8165,2000-08-05,2000,8,5,226,16,16.47,10.94,23.33,nd,nd,257.31,38.51,nd,nd,54.31,20.91,nd,nd,nd,nd,nd,6.53,-22.68,2.51,nd,nd,nd,nd,nd,0.78,2.30,nd,0.30,nd,nd,nd,0.023,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-7,8173,8180.5,2000-08-21,2000,8,21,241.5,15,23.63,8.84,37.88,nd,nd,249.72,42.68,nd,nd,54.15,23.11,nd,nd,nd,nd,nd,6.47,-22.71,2.76,nd,nd,nd,nd,nd,0.77,2.61,nd,0.33,nd,nd,nd,0.041,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/00-8,8188,8195.5,2000-09-05,2000,9,5,256.5,15,18.12,6.25,26.43,nd,nd,208.72,34.60,nd,nd,53.49,18.51,nd,nd,nd,nd,nd,6.38,-22.67,2.21,nd,nd,nd,nd,nd,0.70,2.46,nd,0.24,nd,nd,nd,0.076,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-1,8205,8212.5,2000-09-22,2000,9,22,273.5,15,11.20,6.95,15.87,nd,nd,92.84,16.91,nd,nd,53.30,9.02,nd,nd,nd,nd,nd,7.63,-22.88,1.29,nd,nd,nd,nd,nd,0.83,2.40,nd,0.14,nd,nd,nd,0.058,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-2,8220,8227.5,2000-10-07,2000,10,7,288.5,15,8.56,5.21,27.95,nd,nd,189.08,30.77,nd,nd,61.05,18.79,nd,nd,nd,nd,nd,5.78,-23.14,1.78,nd,nd,nd,nd,nd,0.64,1.72,nd,0.20,nd,nd,nd,0.026,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-3,8235,8242,2000-10-22,2000,10,22,303,14,9.99,6.79,28.83,nd,nd,115.67,23.04,nd,nd,56.60,13.04,nd,nd,nd,nd,nd,6.08,-23.02,1.40,nd,nd,nd,nd,nd,0.75,2.62,nd,0.17,nd,nd,nd,0.018,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-4,8249,8256.5,2000-11-05,2000,11,5,317.5,15,12.32,5.98,25.31,nd,nd,152.03,26.09,nd,nd,57.40,14.97,nd,nd,nd,nd,nd,5.97,-23.17,1.56,nd,nd,nd,nd,nd,0.79,1.77,nd,0.21,nd,nd,nd,0.185,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-5,8264,8271,2000-11-20,2000,11,20,332,14,15.12,4.55,18.58,nd,nd,85.59,17.69,nd,nd,62.02,10.97,nd,nd,nd,nd,nd,5.81,-22.65,1.03,nd,nd,nd,nd,nd,0.71,2.44,nd,0.12,nd,nd,nd,0.179,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-6,8278,8285,2000-12-04,2000,12,4,346,14,26.38,6.74,29.72,nd,nd,184.55,35.34,nd,nd,62.73,22.17,nd,nd,nd,nd,nd,5.26,-22.25,1.86,nd,nd,nd,nd,nd,0.64,1.93,nd,0.22,nd,nd,nd,0.053,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-7,8292,8299.5,2000-12-18,2000,12,18,360.5,15,26.77,2.87,30.93,nd,nd,183.25,32.51,nd,nd,61.83,20.10,nd,nd,nd,nd,nd,6.43,-22.33,2.09,nd,nd,nd,nd,nd,0.93,3.66,nd,0.30,nd,nd,nd,0.160,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/01-8,8307,8314.5,2001-01-02,2001,1,2,9.5,15,44.57,5.25,50.63,nd,nd,274.55,50.00,nd,nd,57.97,28.99,nd,nd,nd,nd,nd,6.25,-22.36,3.12,nd,nd,nd,nd,nd,0.83,2.34,nd,0.41,nd,nd,nd,0.028,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/01-1,8324,8331,2001-01-19,2001,1,19,26,14,20.22,11.42,27.20,nd,nd,123.85,26.10,nd,nd,57.99,15.13,nd,nd,nd,nd,nd,8.46,-22.58,2.21,nd,nd,nd,nd,nd,1.15,1.63,nd,0.30,nd,nd,nd,0.183,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/01-2,8338,8345,2001-02-02,2001,2,2,40,14,20.40,10.84,21.08,nd,nd,189.14,34.49,nd,nd,64.49,22.25,nd,nd,nd,nd,nd,7.56,-22.94,2.61,nd,nd,nd,nd,nd,0.96,0.95,nd,0.33,nd,nd,nd,0.114,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/01-3,8352,8358.5,2001-02-16,2001,2,16,53.5,13,31.46,17.52,42.53,nd,nd,291.95,59.00,nd,nd,66.80,39.41,nd,nd,nd,nd,nd,6.83,-22.85,4.03,nd,nd,nd,nd,nd,0.84,0.50,nd,0.50,nd,nd,nd,0.029,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/01-4,8365,8371.5,2001-03-01,2001,3,1,66.5,13,14.13,7.42,24.41,nd,nd,168.95,33.06,nd,nd,63.91,21.13,nd,nd,nd,nd,nd,6.27,-22.60,2.07,nd,nd,nd,nd,nd,0.81,2.84,nd,0.27,nd,nd,nd,0.144,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/01-5,8378,8385,2001-03-14,2001,3,14,80,14,23.38,5.41,40.64,nd,nd,543.69,35.39,nd,nd,46.88,23.31,nd,nd,nd,nd,nd,23.61,-23.70,2.31,nd,nd,nd,nd,nd,2.51,4.08,nd,0.31,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Swimmer contamination
1500,% 5/01-6,8392,8398.5,2001-03-28,2001,3,28,93.5,13,29.80,13.99,36.57,nd,nd,164.85,37.72,nd,nd,67.57,25.49,nd,nd,nd,nd,nd,6.75,-22.63,2.54,nd,nd,nd,nd,nd,0.93,2.27,nd,0.35,nd,nd,nd,0.095,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/01-7,8405,8411.5,2001-04-10,2001,4,10,106.5,13,36.52,10.50,43.26,nd,nd,328.61,64.44,nd,nd,68.27,43.99,nd,nd,nd,nd,nd,5.31,-22.14,3.42,nd,nd,nd,nd,nd,0.65,1.48,nd,0.42,nd,nd,nd,0.028,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/01-8,8418,8425,2001-04-23,2001,4,23,120,14,12.13,10.12,27.92,nd,nd,146.47,28.09,nd,nd,60.39,16.96,nd,nd,nd,nd,nd,5.77,-22.89,1.62,nd,nd,nd,nd,nd,0.66,2.13,nd,0.19,nd,nd,nd,0.127,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-1,8436,8443,2001-05-11,2001,5,11,138,14,9.61,4.79,10.51,nd,nd,76.19,14.44,nd,nd,58.14,8.40,nd,nd,nd,nd,nd,6.64,-22.91,0.96,nd,nd,nd,nd,nd,0.80,1.94,nd,0.12,nd,nd,nd,0.082,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-2,8450,8457,2001-05-25,2001,5,25,152,14,13.71,2.25,25.56,nd,nd,224.32,37.98,nd,nd,63.33,24.05,nd,nd,nd,nd,nd,7.00,-22.55,2.66,nd,nd,nd,nd,nd,0.85,2.74,nd,0.32,nd,nd,nd,0.144,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-3,8464,8471,2001-06-08,2001,6,8,166,14,88.94,5.29,31.55,nd,nd,253.29,54.15,nd,nd,55.31,29.95,nd,nd,nd,nd,nd,8.06,-22.34,4.36,nd,nd,nd,nd,nd,1.01,4.33,nd,0.55,nd,nd,nd,0.109,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-4,8478,8485,2001-06-22,2001,6,22,180,14,52.31,8.15,34.72,nd,nd,344.95,62.88,nd,nd,56.91,35.78,nd,nd,nd,nd,nd,6.04,-22.18,3.80,nd,nd,nd,nd,nd,0.70,1.57,nd,0.44,nd,nd,nd,0.037,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-5,8492,8499.5,2001-07-06,2001,7,6,194.5,15,41.24,8.72,33.51,nd,nd,236.89,42.71,nd,nd,58.25,24.88,nd,nd,nd,nd,nd,6.56,-22.98,2.80,nd,nd,nd,nd,nd,0.80,1.47,nd,0.34,nd,nd,nd,0.073,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-6,8507,8514.5,2001-07-21,2001,7,21,209.5,15,33.50,6.41,34.05,nd,nd,296.52,49.40,nd,nd,57.39,28.35,nd,nd,nd,nd,nd,6.43,-22.41,3.18,nd,nd,nd,nd,nd,0.77,2.02,nd,0.38,nd,nd,nd,0.053,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-7,8522,8529.5,2001-08-05,2001,8,5,224.5,15,44.07,11.31,25.43,nd,nd,225.07,40.78,nd,nd,55.62,22.68,nd,nd,nd,nd,nd,7.70,-23.10,3.14,nd,nd,nd,nd,nd,0.75,1.21,nd,0.31,nd,nd,nd,0.073,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-8,8537,8544.5,2001-08-20,2001,8,20,239.5,15,126.54,13.92,57.86,nd,nd,253.07,60.18,nd,nd,55.27,33.26,nd,nd,nd,nd,nd,8.69,-22.13,5.23,nd,nd,nd,nd,nd,1.18,1.53,nd,0.71,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 9/01-9,8552,8559.5,2001-09-04,2001,9,4,254.5,15,50.40,12.54,35.20,nd,nd,195.59,39.16,nd,nd,51.55,20.19,nd,nd,nd,nd,nd,7.33,-22.11,2.87,nd,nd,nd,nd,nd,0.77,1.68,nd,0.30,nd,nd,nd,0.081,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-1,8570,8577.5,2001-09-22,2001,9,22,272.5,15,10.48,5.89,20.33,nd,nd,98.13,17.98,nd,nd,50.28,9.04,nd,nd,nd,nd,nd,9.77,-21.95,1.76,nd,nd,nd,nd,nd,1.12,1.88,nd,0.20,nd,nd,nd,0.214,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-2,8585,8592,2001-10-07,2001,10,7,287,14,6.84,5.65,23.07,nd,nd,140.85,25.20,nd,nd,55.32,13.94,nd,nd,nd,nd,nd,8.35,-22.55,2.10,nd,nd,nd,nd,nd,0.97,1.65,nd,0.24,nd,nd,nd,0.153,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-3,8599,8606,2001-10-21,2001,10,21,301,14,11.30,3.88,17.04,nd,nd,148.25,25.78,nd,nd,55.99,14.44,nd,nd,nd,nd,nd,7.59,-22.43,1.96,nd,nd,nd,nd,nd,0.81,1.30,nd,0.21,nd,nd,nd,0.116,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-4,8613,8619.5,2001-11-04,2001,11,4,314.5,13,14.60,5.76,23.19,nd,nd,104.71,22.81,nd,nd,53.43,12.19,nd,nd,nd,nd,nd,7.83,-22.71,1.79,nd,nd,nd,nd,nd,0.91,2.16,nd,0.21,nd,nd,nd,0.250,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-5,8626,8632.5,2001-11-17,2001,11,17,327.5,13,7.60,2.47,12.10,nd,nd,76.07,15.11,nd,nd,52.97,8.01,nd,nd,nd,nd,nd,6.20,-22.11,0.94,nd,nd,nd,nd,nd,0.69,0.98,nd,0.10,nd,nd,nd,0.035,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-6,8639,8646,2001-11-30,2001,11,30,341,14,17.27,4.59,28.88,nd,nd,187.61,34.05,nd,nd,57.87,19.70,nd,nd,nd,nd,nd,6.07,-22.21,2.07,nd,nd,nd,nd,nd,0.95,0.36,nd,0.32,nd,nd,nd,0.009,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-7,8653,8659.5,2001-12-14,2001,12,14,354.5,13,40.68,6.97,37.43,nd,nd,178.87,40.61,nd,nd,62.64,25.44,nd,nd,nd,nd,nd,5.71,-22.49,2.32,nd,nd,nd,nd,nd,0.80,0.48,nd,0.33,nd,nd,nd,0.030,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 1/02-8,8666,8672.5,2001-12-27,2001,12,27,367.5,13,11.63,9.85,65.31,nd,nd,406.67,75.92,nd,nd,69.71,52.92,nd,nd,nd,nd,nd,5.91,-22.01,4.49,nd,nd,nd,nd,nd,0.73,0.97,nd,0.55,nd,nd,nd,0.012,nd,nd,nd,nd,nd,nd,nd,nd
1500,% 5/02-1,8685,8692,2002-01-15,2002,1,15,22,14,52.90,3.03,30.38,nd,nd,294.13,54.35,nd,nd,66.08,35.91,nd,nd,nd,nd,nd,6.12,-22.06,3.32,nd,nd,nd,nd,nd,0.88,2.39,nd,0.48,nd,nd,0.092,0.102,104.97,nd,nd,12.57,6.83,7.85,4.27,nd
1500,% 5/02-2,8699,8705.5,2002-01-29,2002,1,29,35.5,13,97.66,13.37,36.27,nd,nd,295.44,68.11,nd,nd,67.89,46.24,nd,nd,nd,nd,nd,5.76,-22.19,3.93,nd,nd,nd,nd,nd,0.83,1.42,nd,0.57,nd,nd,0.091,0.068,108.03,nd,nd,9.45,6.44,8.79,5.99,nd
1500,% 5/02-3,8712,8719,2002-02-11,2002,2,11,49,14,12.19,7.43,35.44,nd,nd,320.52,53.65,nd,nd,73.62,39.50,nd,nd,nd,nd,nd,5.51,-21.81,2.96,nd,nd,nd,nd,nd,0.79,4.15,nd,0.43,nd,nd,0.078,0.028,56.95,nd,nd,6.89,3.70,9.44,5.06,nd
1500,% 5/02-4,8726,8732.5,2002-02-25,2002,2,25,62.5,13,25.98,7.47,44.46,nd,nd,348.98,65.67,nd,nd,70.28,46.15,nd,nd,nd,nd,nd,6.23,-21.90,4.09,nd,nd,nd,nd,nd,0.76,1.03,nd,0.50,nd,nd,0.103,0.044,96.21,nd,nd,8.12,5.33,9.15,6.01,nd
1500,% 5/02-5,8739,8745.5,2002-03-10,2002,3,10,75.5,13,31.75,23.42,80.16,nd,nd,530.22,102.39,nd,nd,65.93,67.51,nd,nd,nd,nd,nd,7.84,-22.27,8.03,nd,nd,nd,nd,nd,0.99,0.76,nd,1.02,nd,nd,0.080,0.079,162.55,nd,nd,8.90,9.12,7.51,7.69,nd
